total_weight_gr,Total Diskon,num_product_categories,Ongkos Kirim Dibayar oleh Pembeli,Estimasi Potongan Biaya Pengiriman,Total Pembayaran,Perkiraan Ongkos Kirim,discount_ratio,shipping_ratio,is_cod,has_shipping_discount,order_year,order_month,product_categories,Opsi Pengiriman,Metode Pembayaran,Kota/Kabupaten,Provinsi,net_qty,demand_level,label
3375,0,3,21500,20000,111760,41500,0.0,0.3713314244810308,1,1,2024,1,"Mangkok Sambal / Saus, Peralatan Makan, Talenan",Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. DOMPU,NUSA TENGGARA BARAT (NTB),5,High Demand,2
500,0,1,8000,0,26896,8000,0.0,0.297441998810232,1,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. TANGERANG,BANTEN,1,Low Demand,0
4000,0,1,0,15000,337000,15000,0.0,0.04451038575667656,0,1,2024,1,Seal / Baut / Roof,Kargo-JNE Trucking (JTR),SeaBank Bayar Instan,KAB. BEKASI,JAWA BARAT,1,Low Demand,0
1500,0,3,8000,0,38440,8000,0.0,0.2081165452653486,1,0,2024,1,"Mangkok Sambal / Saus, Other, Plastik / Wadah Plastik",Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BEKASI,JAWA BARAT,3,Medium Demand,1
600,0,1,46000,0,92885,46000,0.0,0.49523604457124404,0,0,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,SPayLater,KAB. MUSI BANYUASIN,SUMATERA SELATAN,3,Medium Demand,1
3850,0,1,34000,20000,173640,54000,0.0,0.31098825155494125,1,1,2024,1,Other,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. SUBANG,JAWA BARAT,11,High Demand,2
400,0,1,10500,0,41500,10500,0.0,0.25301204819277107,0,0,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. BANDUNG,JAWA BARAT,2,Medium Demand,1
350,0,1,18000,0,24580,18000,0.0,0.7323026851098454,0,0,2024,1,Nampan / Tray,Instant (Versi Lama)-SPX Instant (Versi Lama),Online Payment,KOTA JAKARTA BARAT,DKI JAKARTA,1,Low Demand,0
1700,0,1,16000,0,85240,16000,0.0,0.18770530267480057,1,0,2024,1,Rak / Rak Serbaguna,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA DEPOK,JAWA BARAT,1,Low Demand,0
2000,0,1,8000,0,46000,8000,0.0,0.17391304347826086,0,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,SeaBank Bayar Instan,KAB. BEKASI,JAWA BARAT,2,Medium Demand,1
400,0,1,9000,30000,39000,39000,0.0,1.0,1,1,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA PALANGKA RAYA,KALIMANTAN TENGAH,2,Medium Demand,1
400,0,1,8000,0,21000,8000,0.0,0.38095238095238093,0,0,2024,1,Tempat Nasi,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA TANGERANG,BANTEN,1,Low Demand,0
300,0,1,0,10000,10028,10000,0.0,0.9972078181092939,0,1,2024,1,Keranjang,Reguler (Cashless)-SPX Standard,Indomaret/i.Saku,KOTA JAKARTA PUSAT,DKI JAKARTA,1,Low Demand,0
600,0,1,27000,0,72266,27000,0.0,0.3736196828384026,0,0,2024,1,Mangkok Sambal / Saus,Reguler (Cashless)-JNE Reguler,Online Payment,KAB. SRAGEN,JAWA TENGAH,3,Medium Demand,1
500,0,1,21000,0,40520,21000,0.0,0.5182625863770978,1,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA PEKANBARU,RIAU,1,Low Demand,0
500,0,1,8000,0,32500,8000,0.0,0.24615384615384617,0,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA JAKARTA SELATAN,DKI JAKARTA,1,Low Demand,0
25800,0,2,3000,20000,195285,23000,0.0,0.11777658294287836,0,1,2024,1,"Mangkok Sambal / Saus, Peralatan Makan",Kargo-JNE Trucking (JTR),Saldo ShopeePay,KAB. BEKASI,JAWA BARAT,10,High Demand,2
300,0,1,9500,0,18475,9500,0.0,0.5142083897158322,0,0,2024,1,Keranjang,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KOTA TANGERANG SELATAN,BANTEN,1,Low Demand,0
500,0,1,9000,0,28500,9000,0.0,0.3157894736842105,0,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,Online Payment,KAB. BANDUNG,JAWA BARAT,1,Low Demand,0
500,0,1,8000,0,29800,8000,0.0,0.2684563758389262,0,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,Online Payment,KOTA BEKASI,JAWA BARAT,1,Low Demand,0
1000,0,1,8000,0,41207,8000,0.0,0.1941417720290242,0,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA JAKARTA PUSAT,DKI JAKARTA,2,Medium Demand,1
1200,0,2,10000,30000,33900,40000,0.0,1.1799410029498525,0,1,2024,1,"Celengan, Sikat / Pembersih",Hemat Kargo-J&T Economy,Saldo ShopeePay,KAB. TOBA SAMOSIR,SUMATERA UTARA,2,Medium Demand,1
500,0,1,8000,0,26900,8000,0.0,0.29739776951672864,0,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,Online Payment,KAB. BEKASI,JAWA BARAT,1,Low Demand,0
500,0,1,11000,0,30120,11000,0.0,0.3652058432934927,1,0,2024,1,Celengan,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. KARAWANG,JAWA BARAT,1,Low Demand,0
300,0,1,8000,0,16500,8000,0.0,0.48484848484848486,0,0,2024,1,Keranjang,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA TANGERANG SELATAN,BANTEN,1,Low Demand,0
600,0,1,19000,0,65000,19000,0.0,0.2923076923076923,0,0,2024,1,Mangkok Sambal / Saus,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KAB. TUBAN,JAWA TIMUR,3,Medium Demand,1
800,0,2,8000,0,30952,8000,0.0,0.25846471956577927,1,0,2024,1,"Botol / Gelas / Mug, Mangkok Sambal / Saus",Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,2,Medium Demand,1
500,0,1,8000,0,26000,8000,0.0,0.3076923076923077,0,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA JAKARTA BARAT,DKI JAKARTA,1,Low Demand,0
500,0,1,9500,0,27664,9500,0.0,0.3434065934065934,0,0,2024,1,Celengan,Reguler (Cashless)-SPX Standard,SPayLater,KOTA BEKASI,JAWA BARAT,1,Low Demand,0
500,0,1,9000,0,25900,9000,0.0,0.3474903474903475,1,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA PUSAT,DKI JAKARTA,1,Low Demand,0
25000,0,1,35000,20000,505000,55000,0.0,0.10891089108910891,0,1,2024,1,Nampan / Tray,Kargo-JNE Trucking (JTR),Online Payment,KOTA JAKARTA UTARA,DKI JAKARTA,1,Low Demand,0
500,0,1,8000,0,27000,8000,0.0,0.2962962962962963,1,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA PUSAT,DKI JAKARTA,1,Low Demand,0
1300,0,1,8000,0,51830,8000,0.0,0.1543507621068879,0,0,2024,1,Plastik / Wadah Plastik,Hemat Kargo-SPX Hemat,SPayLater,KOTA BEKASI,JAWA BARAT,1,Low Demand,0
1000,0,1,10000,0,50600,10000,0.0,0.1976284584980237,0,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA BANDUNG,JAWA BARAT,2,Medium Demand,1
300,0,1,8000,0,24920,8000,0.0,0.32102728731942215,1,0,2024,1,Spatula,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BEKASI,JAWA BARAT,1,Low Demand,0
200,0,1,8000,0,24920,8000,0.0,0.32102728731942215,1,0,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA BEKASI,JAWA BARAT,1,Low Demand,0
1700,0,1,16000,0,85240,16000,0.0,0.18770530267480057,1,0,2024,1,Rak / Rak Serbaguna,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,1,Low Demand,0
1000,0,1,10000,0,49788,10000,0.0,0.20085161082991887,0,0,2024,1,Celengan,Reguler (Cashless)-SPX Standard,Kartu Kredit/Debit,KAB. TANGERANG,BANTEN,2,Medium Demand,1
500,0,1,8000,0,26896,8000,0.0,0.297441998810232,1,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,1,Low Demand,0
2000,0,1,0,20000,94600,20000,0.0,0.21141649048625794,1,1,2024,1,Lunch Box / Rantang,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. TANGERANG,BANTEN,2,Medium Demand,1
3000,0,1,60000,0,157000,60000,0.0,0.3821656050955414,0,0,2024,1,Keranjang,Kargo-JNE Trucking (JTR),Online Payment,KAB. DHARMASRAYA,SUMATERA BARAT,10,High Demand,2
200,0,1,10000,30000,26000,40000,0.0,1.5384615384615385,1,1,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. SIMALUNGUN,SUMATERA UTARA,1,Low Demand,0
2000,0,1,8000,0,45900,8000,0.0,0.17429193899782136,0,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA TANGERANG SELATAN,BANTEN,2,Medium Demand,1
3900,0,1,12000,20000,150240,32000,0.0,0.21299254526091588,1,1,2024,1,Plastik / Wadah Plastik,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA BARAT,DKI JAKARTA,3,Medium Demand,1
1000,0,1,5500,15000,46904,20500,0.0,0.4370629370629371,1,1,2024,1,Celengan,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA BATU,JAWA TIMUR,2,Medium Demand,1
200,0,1,8000,0,23328,8000,0.0,0.3429355281207133,0,0,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,Online Payment,KOTA JAKARTA SELATAN,DKI JAKARTA,1,Low Demand,0
500,0,1,0,8000,17827,8000,0.0,0.44875750266449765,1,1,2024,1,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BEKASI,JAWA BARAT,1,Low Demand,0
9000,0,1,43200,0,180089,43200,0.0,0.23988139197841069,0,0,2024,1,Other,Kargo-J&T Cargo,SPayLater,KAB. PACITAN,JAWA TIMUR,1,Low Demand,0
2400,0,1,34900,0,99696,34900,0.0,0.3500641951532659,1,0,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BIMA,NUSA TENGGARA BARAT (NTB),4,High Demand,2
500,0,1,0,8000,17576,8000,0.0,0.4551661356395084,1,1,2024,1,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. TANGERANG,BANTEN,1,Low Demand,0
1800,0,1,9000,0,57160,9000,0.0,0.15745276417074877,1,0,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA PUSAT,DKI JAKARTA,3,Medium Demand,1
500,0,1,8000,0,27000,8000,0.0,0.2962962962962963,1,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA BARAT,DKI JAKARTA,1,Low Demand,0
1700,0,1,16000,0,26000,16000,0.0,0.6153846153846154,0,0,2024,1,Nampan / Tray,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA JAKARTA PUSAT,DKI JAKARTA,1,Low Demand,0
500,0,1,11000,0,30640,11000,0.0,0.35900783289817234,1,0,2024,1,Celengan,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. KARAWANG,JAWA BARAT,1,Low Demand,0
200,0,1,8000,0,24920,8000,0.0,0.32102728731942215,1,0,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA TIMUR,DKI JAKARTA,1,Low Demand,0
500,0,1,21000,0,36296,21000,0.0,0.5785761516420542,1,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA PADANG,SUMATERA BARAT,1,Low Demand,0
500,0,1,8000,0,28800,8000,0.0,0.2777777777777778,0,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA JAKARTA BARAT,DKI JAKARTA,1,Low Demand,0
500,0,1,8000,0,29912,8000,0.0,0.2674511901577962,1,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. TANGERANG,BANTEN,1,Low Demand,0
500,0,1,8000,0,29800,8000,0.0,0.2684563758389262,0,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,Online Payment,KOTA TANGERANG SELATAN,BANTEN,1,Low Demand,0
1500,0,1,16000,0,92750,16000,0.0,0.1725067385444744,0,0,2024,1,Seal / Baut / Roof,Hemat Kargo-SPX Hemat,Online Payment,KOTA TANGERANG SELATAN,BANTEN,5,High Demand,2
200,0,1,8000,0,24920,8000,0.0,0.32102728731942215,1,0,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA TANGERANG,BANTEN,1,Low Demand,0
500,0,1,0,9500,21592,9500,0.0,0.43997776954427564,1,1,2024,1,Celengan,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,1,Low Demand,0
500,0,1,0,8000,17900,8000,0.0,0.44692737430167595,0,1,2024,1,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA TANGERANG,BANTEN,1,Low Demand,0
400,0,1,0,11500,32200,11500,0.0,0.35714285714285715,1,1,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA TASIKMALAYA,JAWA BARAT,2,Medium Demand,1
500,0,1,8000,0,27652,8000,0.0,0.28930999566035004,0,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. TANGERANG,BANTEN,1,Low Demand,0
500,0,1,8000,0,26896,8000,0.0,0.297441998810232,1,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA TANGERANG SELATAN,BANTEN,1,Low Demand,0
500,0,1,8500,0,27520,8500,0.0,0.30886627906976744,1,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA CIREBON,JAWA BARAT,1,Low Demand,0
800,0,1,8000,0,51960,8000,0.0,0.15396458814472672,1,0,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA TIMUR,DKI JAKARTA,2,Medium Demand,1
500,0,1,8000,0,28800,8000,0.0,0.2777777777777778,0,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. TANGERANG,BANTEN,1,Low Demand,0
200,0,1,22500,0,39434,22500,0.0,0.570573616675965,1,0,2024,1,Mangkok Sambal / Saus,Agen SPX Express,COD (Bayar di Tempat),KAB. MERANGIN,JAMBI,1,Low Demand,0
200,0,1,8000,0,24920,8000,0.0,0.32102728731942215,1,0,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA SELATAN,DKI JAKARTA,1,Low Demand,0
900,0,1,10000,0,38000,10000,0.0,0.2631578947368421,0,0,2024,1,Keranjang,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KOTA TANGERANG,BANTEN,3,Medium Demand,1
3400,0,1,15000,0,34000,15000,0.0,0.4411764705882353,0,0,2024,1,Nampan / Tray,Kargo-JNE Trucking (JTR),SeaBank Bayar Instan,KOTA JAKARTA TIMUR,DKI JAKARTA,2,Medium Demand,1
1800,0,1,8000,0,51268,8000,0.0,0.15604275571506593,0,0,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA JAKARTA UTARA,DKI JAKARTA,3,Medium Demand,1
1700,0,1,20000,0,89400,20000,0.0,0.22371364653243847,1,0,2024,1,Rak / Rak Serbaguna,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. KARAWANG,JAWA BARAT,1,Low Demand,0
500,0,1,6500,10000,23500,16500,0.0,0.7021276595744681,1,1,2024,1,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. GARUT,JAWA BARAT,1,Low Demand,0
800,0,1,21000,0,85240,21000,0.0,0.24636320976067574,1,0,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA PADANG,SUMATERA BARAT,4,High Demand,2
500,0,1,8000,0,28800,8000,0.0,0.2777777777777778,0,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. BOGOR,JAWA BARAT,1,Low Demand,0
500,0,1,8000,0,29300,8000,0.0,0.27303754266211605,0,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA JAKARTA TIMUR,DKI JAKARTA,1,Low Demand,0
51000,0,5,42000,30000,385010,72000,0.0,0.1870081296589699,0,1,2024,1,"Botol / Gelas / Mug, Mangkok Sambal / Saus, Other, Peralatan Makan, Piring",Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA DEPOK,JAWA BARAT,45,High Demand,2
500,0,1,0,8000,15850,8000,0.0,0.5047318611987381,0,1,2024,1,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA BEKASI,JAWA BARAT,1,Low Demand,0
500,0,1,8000,0,26000,8000,0.0,0.3076923076923077,0,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA JAKARTA SELATAN,DKI JAKARTA,1,Low Demand,0
150,0,1,8000,0,14520,8000,0.0,0.5509641873278237,1,0,2024,1,Botol / Gelas / Mug,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,1,Low Demand,0
500,0,1,8000,0,26896,8000,0.0,0.297441998810232,1,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA SELATAN,DKI JAKARTA,1,Low Demand,0
250,0,1,8000,0,16900,8000,0.0,0.47337278106508873,0,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA TANGERANG SELATAN,BANTEN,1,Low Demand,0
2000,0,1,10000,0,47280,10000,0.0,0.21150592216582065,1,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. KARAWANG,JAWA BARAT,2,Medium Demand,1
500,0,1,9000,0,30952,9000,0.0,0.2907728095115017,1,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA PUSAT,DKI JAKARTA,1,Low Demand,0
12000,0,1,0,34000,1292467,34000,0.0,0.026306280934058665,0,1,2024,1,Seal / Baut / Roof,Instant (Versi Lama)-GoSend Instant (Versi Lama),SPayLater,KOTA JAKARTA BARAT,DKI JAKARTA,1,Low Demand,0
2400,0,1,4000,20000,129960,24000,0.0,0.18467220683287167,1,1,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA SELATAN,DKI JAKARTA,8,High Demand,2
1200,0,1,17300,20000,108706,37300,0.0,0.34312733427777675,0,1,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,SPayLater,KAB. KAUR,BENGKULU,6,High Demand,2
2000,0,1,22000,20000,174000,42000,0.0,0.2413793103448276,0,1,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,Online Payment,KOTA PEKANBARU,RIAU,10,High Demand,2
2000,0,1,14000,20000,165000,34000,0.0,0.20606060606060606,0,1,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. LUMAJANG,JAWA TIMUR,10,High Demand,2
1250,0,1,8000,0,75920,8000,0.0,0.1053740779768177,1,0,2024,1,Lunch Box / Rantang,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BEKASI,JAWA BARAT,5,High Demand,2
1000,0,1,8000,0,44512,8000,0.0,0.17972681524083392,1,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA BARAT,DKI JAKARTA,2,Medium Demand,1
1000,0,1,43000,0,86904,43000,0.0,0.49479885851054034,1,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BATANG HARI,JAMBI,2,Medium Demand,1
600,0,1,12000,0,39000,12000,0.0,0.3076923076923077,0,0,2024,1,Toples / Sealware,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA BANDUNG,JAWA BARAT,2,Medium Demand,1
500,0,1,0,8000,17000,8000,0.0,0.47058823529411764,1,1,2024,1,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BEKASI,JAWA BARAT,1,Low Demand,0
500,0,1,8000,0,25680,8000,0.0,0.3115264797507788,0,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. BOGOR,JAWA BARAT,1,Low Demand,0
3600,0,4,10000,10000,58700,20000,0.0,0.34071550255536626,0,1,2024,1,"Aksesoris Mandi, Celengan, Spatula, Toples / Sealware",Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA JAMBI,JAMBI,4,High Demand,2
500,0,1,8000,0,26896,8000,0.0,0.297441998810232,1,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA BEKASI,JAWA BARAT,1,Low Demand,0
1200,0,1,0,14500,94600,14500,0.0,0.15327695560253699,1,1,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA SURAKARTA (SOLO),JAWA TENGAH,6,High Demand,2
7000,0,1,20000,20000,122000,40000,0.0,0.32786885245901637,0,1,2024,1,Other,Instant (Versi Lama)-SPX Instant (Versi Lama),Online Payment,KOTA TANGERANG,BANTEN,1,Low Demand,0
500,0,1,8000,0,29912,8000,0.0,0.2674511901577962,1,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,1,Low Demand,0
500,0,1,8000,0,25715,8000,0.0,0.3111024693758507,0,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. BOGOR,JAWA BARAT,1,Low Demand,0
200,0,1,8000,0,24920,8000,0.0,0.32102728731942215,1,0,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA SELATAN,DKI JAKARTA,1,Low Demand,0
600,0,1,8000,0,45720,8000,0.0,0.17497812773403323,1,0,2024,1,Seal / Baut / Roof,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA BARAT,DKI JAKARTA,2,Medium Demand,1
500,0,1,8000,0,25900,8000,0.0,0.3088803088803089,0,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,SeaBank Bayar Instan,KAB. BOGOR,JAWA BARAT,1,Low Demand,0
3600,0,2,8000,0,61398,8000,0.0,0.1302974038242288,0,0,2024,1,"Celengan, Nampan / Tray",Hemat Kargo-SPX Hemat,SPayLater,KAB. TANGERANG,BANTEN,3,Medium Demand,1
2500,0,1,8500,20000,140612,28500,0.0,0.20268540380621852,0,1,2024,1,Lunch Box / Rantang,Same Day-GoSend Same Day,SPayLater,KAB. TANGERANG,BANTEN,10,High Demand,2
1000,0,1,8000,0,56120,8000,0.0,0.14255167498218105,1,0,2024,1,Rak / Rak Serbaguna,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. TANGERANG,BANTEN,1,Low Demand,0
4500,0,2,18000,0,81080,18000,0.0,0.2220029600394672,1,0,2024,1,"Botol / Gelas / Mug, Mangkok Sambal / Saus",Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA MALANG,JAWA TIMUR,5,High Demand,2
900,0,1,8000,0,63920,8000,0.0,0.1251564455569462,1,0,2024,1,Seal / Baut / Roof,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,3,Medium Demand,1
200,0,1,7500,0,23500,7500,0.0,0.3191489361702128,0,0,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA CILEGON,BANTEN,1,Low Demand,0
500,0,1,10000,0,24973,10000,0.0,0.4004324670644296,0,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. KARAWANG,JAWA BARAT,1,Low Demand,0
500,0,1,0,9000,17576,9000,0.0,0.512061902594447,1,1,2024,1,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BANDUNG,JAWA BARAT,1,Low Demand,0
300,0,1,8000,0,27000,8000,0.0,0.2962962962962963,1,0,2024,1,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,1,Low Demand,0
600,0,1,5500,10000,28600,15500,0.0,0.541958041958042,1,1,2024,1,Plastik / Wadah Plastik,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. GARUT,JAWA BARAT,1,Low Demand,0
500,0,1,0,9500,17576,9500,0.0,0.5405097860719162,1,1,2024,1,Celengan,Reguler (Cashless)-J&T Express,COD (Bayar di Tempat),KAB. TANGERANG,BANTEN,1,Low Demand,0
500,0,1,0,8000,20800,8000,0.0,0.38461538461538464,0,1,2024,1,Celengan,Hemat Kargo-SPX Hemat,Online Payment,KAB. TANGERANG,BANTEN,1,Low Demand,0
500,0,1,9500,0,30300,9500,0.0,0.31353135313531355,0,0,2024,1,Celengan,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KOTA TANGERANG,BANTEN,1,Low Demand,0
1200,0,1,8000,0,55080,8000,0.0,0.14524328249818447,1,0,2024,1,Plastik / Wadah Plastik,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA UTARA,DKI JAKARTA,2,Medium Demand,1
1300,0,1,36500,0,85760,36500,0.0,0.4256063432835821,1,0,2024,1,Plastik / Wadah Plastik,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. INDRAGIRI HILIR,RIAU,1,Low Demand,0
1000,0,1,8000,0,39376,8000,0.0,0.2031694433157253,1,0,2024,1,Plastik / Wadah Plastik,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BEKASI,JAWA BARAT,1,Low Demand,0
500,0,1,0,8000,21800,8000,0.0,0.3669724770642202,0,1,2024,1,Celengan,Hemat Kargo-SPX Hemat,Online Payment,KOTA BEKASI,JAWA BARAT,1,Low Demand,0
1200,0,1,0,13000,40000,13000,0.0,0.325,1,1,2024,1,Toples / Sealware,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. SUKABUMI,JAWA BARAT,1,Low Demand,0
500,0,1,10000,0,28676,10000,0.0,0.3487236713628121,0,0,2024,1,Celengan,Hemat Kargo-SPX Hemat,Online Payment,KAB. KARAWANG,JAWA BARAT,1,Low Demand,0
